1.351601	-0.0013	-2.923411612
1.364099	-0.00145	-2.914152287
1.3462505	-0.0019	-2.845159415
1.3656995	-0.00185	-2.915295797
1.3674	-0.00165	-2.841947375
1.36425	-0.00165	-2.839788916
1.34555	-0.00165	-2.979622732
1.3833505	-0.00165	-2.995732274
1.3824995	-0.00185	-2.995732274
1.4059495	-0.0019	-3.00326054
1.4081505	-0.0019	-2.691016109
1.4467	-0.0018	-2.944563987
1.4618495	-0.0016	-2.995732274
1.4620995	-0.0016	-2.979622732
1.4656	-0.0016	-2.995732274
1.4716	-0.0016	-3.101092789
1.4804495	-0.0015	-3.056289398
1.4468505	-0.0015	-3.045721156
1.4371995	-0.0015	-2.961330847
1.4374995	-0.001375	-2.938633862
1.4149995	-0.001275	-2.689159754
1.4194495	-0.00125	-2.901550002
1.42155	-0.00125	-2.986277115
1.3948005	-0.001275	-2.986019595
1.4033	-0.00125	-2.985544347
1.4167995	-0.001225	-2.985405776
1.4106005	-0.001175	-2.984416539
1.4242005	-0.001175	-2.98516827
1.4330005	-0.001175	-2.984673646
1.449249	-0.00125	-2.984911035
1.4516495	-0.001175	-2.984673646
1.4643005	-0.001125	-2.985405776
1.4701505	-0.001125	-2.987387191
1.4710005	-0.001125	-2.987149214
1.4645995	-0.0011	-2.986772532
1.4757	-0.0011	-2.986534701
1.4771495	-0.0011	-2.986534701
1.4873495	-0.0011	-2.985781943
1.4738	-0.001075	-2.986534701
1.476551	-0.00105	-2.986019595
1.4695995	-0.00105	-2.985900762
1.4677995	-0.001025	-2.984792334
1.4813005	-0.00105	-2.987645063
1.4934	-0.001125	-2.986534701
1.4917	-0.00105	-2.985781943
1.4927505	-0.001125	-2.985781943
1.501099	-0.00115	-2.986399955
1.533099	-0.00115	-2.987268195
1.541649	-0.00115	-2.987526037
1.5471	-0.0012	-2.98701042
1.5589995	-0.001125	-2.986772532
1.5548	-0.001125	-2.993474824
1.5594005	-0.001125	-2.987268195
1.5571995	-0.0011	-2.985287016
1.5584505	-0.0011	-2.983922287
1.5751505	-0.0011	-2.982066083
1.5693005	-0.001125	-2.984040885
1.5658005	-0.001125	-2.984297896
1.56785	-0.001075	-2.984040885
1.5784	-0.000875	-2.983546819
1.5892	-0.000875	-2.982579156
1.58525	-0.0009	-2.982322587
1.5818505	-0.001	-2.981829368
1.582	-0.001	-2.980843661
1.59705	-0.00105	-2.980351172
1.58955	-0.001125	-2.980105018
1.5909	-0.001125	-2.982569287
1.5795	-0.00115	-2.983679205
1.57315	-0.0012	-2.982322587
1.56795	-0.0012	-2.982322587
1.56645	-0.001225	-2.983556698
1.5714	-0.001275	-2.982569287
1.58625	-0.001275	-2.976910519
1.57545	-0.001225	-2.975684578
1.57555	-0.001175	-2.934637174
1.5753	-0.001125	-2.986524793
1.55645	-0.001225	-2.999158135
1.54855	-0.0014	-2.992876356
1.54855	-0.0014	-2.992876356
1.5632	-0.0014	-2.991003472
1.54885	-0.00145	-2.990028571
1.55175	-0.001675	-2.98875666
1.55035	-0.0017	-2.989412287
1.5458	-0.00165	-2.989929144
1.53425	-0.00165	-2.987704582
1.54195	-0.00155	-2.989730321
1.5537	-0.0014	-2.989173827
1.54835	-0.0014	-2.987188873
1.5729	-0.001375	-2.985821547
1.5735	-0.00135	-2.991103005
1.5537	-0.001275	-2.994592923
1.54475	-0.00125	-2.99629243
1.5461	-0.001125	-2.992298177
1.5528	-0.001075	-2.990207563
1.554	-0.001075	-2.982737078
1.5531	-0.00105	-2.990028571
1.5627	-0.001025	-2.989650803
1.572	-0.001025	-2.988736799
1.57695	-0.0011	-2.98937254
